Source,"TIBIAL KNEE CENTRE ",,,MEDIAL PLATEAU,,,LATERAL PLATEAU,,,MEDIAL MALLEOLUS,,,LATERAL MALLEOLUS,,,TUBEROSITY,,,PCL,,,"ANKLE ",,,PCL OPP,,,Medial epicondyle,,,Lateral epicondyle,,,Plateau_Length,Knee_Centre_To_Ankle_Length
284_Tibia_R,-7.346120703,76.62229639,335.8922979,-23.28885089,78.59794121,329.3199243,13.41975094,75.88069987,328.6618643,-35.30763054,87.08077298,55.99061813,18.10219531,77.2251444,45.70843168,2.400772599,107.722622,302.0063242,-9.183808629,59.24089233,324.3844748,-8.602822453,82.15301689,50.8495249,-0.022567181,102.4698177,326.6792532,-35.51302596,82.69413711,330.5147143,27.52242943,73.76854525,331.653158,36.81491399,285.0991943
285_Tibia_R,-80.35330781,112.7491273,604.1683272,-106.9643614,101.4885556,592.3466213,-47.33900439,130.269681,591.1629712,-133.3152382,103.8933373,100.7101333,-41.25420541,136.5750934,82.21559971,-93.14043174,169.9604829,543.2177423,-67.5839694,84.02109844,583.4692452,-87.28493743,120.2342117,91.46286651,-92.19120858,159.5986742,587.5968552,-129.6900726,96.87547836,594.4956862,-23.47146069,139.6627618,596.5434009,66.21885989,512.8069455
286_Tibia_R,-36.85003549,16.81181422,176.747937,-41.94491486,10.06640949,173.2895264,-31.04854094,26.07983512,172.9432525,-48.97276006,6.821227894,29.46249828,-30.42925172,28.56738025,24.0519686,-48.45821869,29.43609489,158.9169954,-29.4127214,11.40128455,170.6924722,-39.70105999,17.69427161,26.75723344,-46.70206897,26.94974009,171.8999942,-47.02778286,5.573494826,173.91823,-26.37557468,31.95080087,174.5172838,19.37216226,150.0203927
287_Tibia_R,-150.5525664,-14.43414486,659.9834497,-154.4344443,-45.7594778,647.0696144,-149.0954284,26.3680161,645.7766147,-171.1020744,-69.37477266,110.0140775,-151.7370822,35.56839315,89.8109561,-211.6605475,4.717197125,593.4020426,-116.4004317,-18.04495589,637.3721161,-161.4196927,-16.90339575,99.91251682,-201.3394895,-0.044341493,641.8810488,-162.4829215,-69.77834719,649.4172172,-144.9453271,54.07789352,651.6541068,72.33638307,560.1817933
288_Tibia_R,-92.3915347,-65.84499236,495.0817829,-83.16413287,-87.65124607,485.3945633,-106.7486378,-38.79163742,484.424629,-85.13471554,-109.2442997,82.52625983,-111.9155667,-33.80548871,67.37103527,-139.2730057,-76.3233174,445.1362248,-68.85053939,-55.38124154,478.1200555,-98.52513814,-71.5250709,74.94864755,-130.7820894,-75.54548269,481.5023986,-79.38397692,-106.2736815,487.1556004,-114.4457364,-19.23353489,488.8335869,54.26261146,420.2162965
289_Tibia_R,-224.5077259,176.7460236,-573.4925187,-211.4080333,175.4685883,-577.3053901,-235.6438511,183.8109851,-575.3651726,-209.3836648,175.757037,-784.9913029,-227.7348267,206.5459295,-785.7631338,-239.2256881,162.7170739,-597.5170609,-219.0832512,187.1511427,-578.6993381,-218.5592311,191.1504484,-785.3772183,-233.3753633,165.4301206,-578.8180705,-205.6492464,170.2839297,-577.6773041,-242.8279843,187.3082513,-577.5425978,25.70476401,212.4570497
290_Tibia_R,-556.1578766,1089.518657,-1011.419617,-523.7068897,1091.500801,-1021.1818,-583.7446497,1106.994947,-1006.686332,-518.692058,1349.362789,-1466.382755,-564.152156,1416.371632,-1429.902975,-592.6176934,1089.178891,-1080.33707,-542.7201905,1118.290494,-1009.702098,-541.4220708,1382.86499,-1448.144147,-578.1250775,1071.838441,-1036.860833,-509.4410347,1080.838571,-1028.401487,-601.5414192,1117.194789,-1007.025893,63.67668159,526.3055483
291_Tibia_R,-575.892987,1500.687263,-342.9067255,-542.2904858,1507.519057,-350.6347822,-604.4586693,1513.908609,-329.6139076,-537.0977041,1969.257757,-616.3653702,-584.1709413,2010.461217,-548.9585883,-613.6465705,1536.064059,-404.8847815,-561.9784683,1525.59935,-326.4701311,-560.6342852,1989.85816,-582.6642782,-598.6396882,1498.004416,-374.8750877,-527.5184108,1501.695575,-362.6293688,-622.8869524,1523.231184,-324.63752,65.93623119,544.9813561
292_Tibia_R,-630.3485899,1610.190469,496.2484311,-593.5686851,1620.895838,492.6617859,-661.6154015,1615.448305,516.0846683,-587.8848815,2204.013954,493.4716611,-639.4092955,2206.181018,579.9173942,-671.6720973,1677.643988,456.8594584,-615.1183346,1624.809615,525.4628027,-613.6470475,2205.097486,536.691622,-655.246186,1625.142979,464.4768586,-577.3997841,1621.940058,478.1048605,-681.7862362,1621.561844,525.9039153,72.17106518,596.5139999
293_Tibia_R,-254.6963824,463.1866751,498.9526757,-239.8352264,467.6573347,499.8604122,-267.3299378,461.0190341,506.9560646,-237.5386492,671.5402204,617.9501099,-258.3574185,654.8340502,648.6372774,-271.3934101,494.7479036,498.7970772,-248.5425003,462.4001253,512.1289392,-247.9480173,663.1877223,633.2926769,-264.7564155,474.8376576,490.8558971,-233.3020785,470.9636409,494.9775695,-275.4800926,461.1745381,511.6271535,29.16118092,241.0253
294_Tibia_R,-133.1233497,79.26627508,346.8986769,-125.3557998,81.05269168,348.4779136,-139.7265892,76.19350898,349.9549217,-124.155437,142.4789406,455.2133729,-135.0368805,126.8971975,464.7379594,-141.8504632,93.59311464,355.0763727,-129.9068713,75.466794,352.6573517,-129.5961501,134.6886005,459.9753593,-138.3814742,86.65607762,346.2785104,-121.9410888,83.8253588,347.1317584,-143.9864687,75.04316787,352.109927,15.24181083,125.977821
295_Tibia_R,-466.4174975,-367.1919872,1191.437596,-439.2027286,-364.5381,1199.358883,-489.5529312,-381.8695295,1195.328058,-434.9970788,-365.1373556,1630.828861,-473.121838,-429.1016496,1632.432349,-496.9942406,-338.0466756,1241.348872,-455.1480861,-388.808747,1202.254826,-454.0594281,-397.1173526,1631.630605,-484.8401205,-343.6830628,1202.501494,-427.2387797,-353.7669095,1200.131538,-504.4780542,-389.1351421,1199.851685,53.40195596,441.3820732
296_Tibia_R,-380.4504623,-745.3061342,691.880988,-358.2517424,-746.6620575,698.558996,-399.3217236,-757.2611253,688.6430934,-354.8212506,-923.0574961,1003.107248,-385.9191025,-968.8961804,978.1525548,-405.3914993,-745.0737102,739.0252931,-371.2581554,-764.9880609,690.7060861,-370.3701518,-945.9753195,990.6307784,-395.4775475,-733.2116429,709.2845397,-348.4929106,-739.3683545,703.4977616,-411.4959452,-764.2385229,688.8753761,43.55925525,360.0294042
297_Tibia_R,-137.8931096,-359.3279269,82.1063561,-129.8472513,-360.9637471,83.95677934,-144.7329407,-362.4936758,78.92349394,-128.6038799,-471.523498,147.5839078,-139.8752015,-481.3893468,131.4438767,-146.9329124,-367.7986265,96.94652097,-134.561386,-365.2929329,78.17074104,-134.2395318,-476.4561046,139.5144427,-143.3396308,-358.6855401,89.7609325,-126.3101924,-359.5693596,86.82879009,-149.1454501,-364.7258941,77.73193654,15.7879192,130.4915593
298_Tibia_R,-221.0581893,-564.6808689,-174.0303403,-208.159772,-568.435156,-172.7725327,-232.0232091,-566.5247497,-180.9867494,-206.1665077,-772.9299974,-173.0565494,-224.235706,-773.6899693,-203.3723739,-235.5500116,-588.3362767,-160.2169438,-215.717061,-569.8076861,-184.2755859,-215.2010925,-773.3099833,-188.2134426,-229.7895763,-569.9245942,-162.888305,-202.4894682,-568.8013555,-167.6675358,-239.0969589,-568.668719,-184.4302805,25.30981309,209.1926704
299_Tibia_R,-196.3602899,-357.0976115,-384.6717065,-184.9029584,-360.5443036,-385.3715335,-206.1002343,-355.4264507,-390.8419856,-183.1323931,-517.7295065,-476.413766,-199.1827961,-504.8497459,-500.0722926,-209.233002,-381.4300026,-384.5517465,-191.6159034,-356.4912144,-394.8300562,-191.1575818,-511.2900788,-488.2422454,-204.1161559,-366.0800331,-378.4294278,-179.8661738,-363.0933278,-381.6070654,-212.3836638,-355.5463378,-394.4432003,22.4820544,185.8204555
300_Tibia_R,-439.7379702,-261.8352903,-1145.888534,-414.0799122,-267.7362476,-1151.105127,-461.550035,-251.6852157,-1155.984035,-410.1148295,-470.641704,-1503.677642,-446.058816,-419.1715141,-1535.139609,-468.5656943,-309.1602364,-1172.901401,-429.1131799,-249.2847039,-1164.910802,-428.0867942,-444.9083645,-1519.407612,-457.1068016,-286.2455592,-1143.839977,-402.8003126,-276.8950242,-1146.658457,-475.6214266,-247.8853664,-1163.102528,50.34731301,416.134596
301_Tibia_R,-182.3201014,143.533381,-465.7265746,-171.6819941,142.4959907,-468.8229629,-191.3636186,149.2707536,-467.247335,-170.0380281,142.7302365,-637.4822664,-184.9407922,167.7335364,-638.1090613,-194.2723865,132.1406348,-485.2366247,-177.9149489,151.9832566,-469.9549718,-177.4893983,155.231046,-637.7956639,-189.5214061,134.3438684,-470.051393,-167.0053505,138.28559,-469.12499,-197.1977692,152.1108427,-469.0155966,20.87453852,172.5338881
302_Tibia_R,-1206.494017,443.1708432,-963.8530198,-1182.828711,439.9678173,-988.5555292,-1233.02342,460.8854422,-953.9581232,-1438.807446,440.6910701,-1442.075458,-1479.62393,517.8907669,-1420.744719,-1268.57293,407.9948241,-997.5695712,-1201.242736,469.2605129,-981.9600594,-1459.215656,479.2883236,-1431.410107,-1232.426363,414.7974848,-964.2999479,-1170.789992,426.967867,-996.5828825,-1251.353315,469.6544452,-949.6796141,64.45181413,532.7122385
303_Tibia_R,-1381.517181,401.0058696,-209.4508498,-1374.148483,398.1075919,-239.5152875,-1397.829646,417.0350337,-189.6942805,-1779.925848,398.7620316,-479.0944272,-1802.260179,468.6166533,-443.91253,-1445.418296,369.1766319,-207.7858542,-1385.594261,424.6132681,-226.0158677,-1791.092997,433.6869945,-461.5035073,-1402.040707,375.3320614,-198.0685537,-1368.346401,386.3445067,-251.252404,-1410.257755,424.9697201,-178.0485602,58.31962168,482.0279526
304_Tibia_R,-801.8780589,247.1327066,313.9148527,-807.2093542,245.3465502,295.5983868,-804.4964717,257.0111922,329.4857871,-1097.603337,245.7498696,292.7678413,-1098.682539,288.8000168,318.4271021,-835.4700461,227.5169198,334.4940416,-809.1584228,261.6815218,306.3301552,-1098.142938,267.2734962,305.5974513,-809.3244388,231.3104003,326.3139051,-807.7293778,238.0971723,287.546242,-807.5410266,261.9011968,339.5309029,35.94133419,297.0651598
305_Tibia_R,-545.0854307,250.6253184,682.3055978,-559.0553802,248.813919,668.9222153,-539.4895941,260.643412,697.3087061,-815.5333917,249.2229384,813.6852407,-803.470271,292.8814933,836.7680864,-564.1530692,230.7323107,717.4129332,-555.3254604,265.3797452,679.3358539,-809.5018417,271.0507484,825.2266456,-545.3381809,234.5794027,696.9710539,-563.5950696,241.462089,662.1139885,-537.0699794,265.6025247,707.6747662,36.4492764,301.2634437
306_Tibia_R,-257.209196,492.4420092,1696.526529,-294.1288354,488.882875,1687.477644,-232.9477938,512.1260946,1716.558513,-588.3360824,489.6865381,2185.77913,-545.1321159,575.4691983,2213.206068,-255.1645532,453.3551655,1774.998183,-277.5513189,521.4322949,1701.533253,-566.7341344,532.5749848,2199.492579,-243.2315433,460.9141372,1721.729768,-308.5422136,474.4376069,1680.352589,-218.6466518,521.8700241,1731.820442,71.61748425,591.9385024
307_Tibia_R,146.2895855,115.1679855,373.6886224,137.7538052,114.3356067,376.1730954,153.545902,119.7715255,374.9088466,136.4347236,114.5235603,511.5015611,148.3923693,134.5856508,512.0044873,155.8798326,106.0266999,389.3430517,142.7549892,121.9479774,377.081394,142.4135369,124.5539312,511.7530242,152.0677518,107.7945254,377.1587603,134.0013707,110.957275,376.4154351,158.2270944,122.0503496,376.3276603,16.74926445,138.437346
308_Tibia_R,1210.527947,444.6525912,967.0756761,1186.783515,441.438856,991.8607787,1237.146052,462.4264192,957.1476958,1443.618119,442.164527,1446.897058,1484.571073,519.6223421,1425.494999,1272.814422,409.3589607,1000.904959,1205.259108,470.8294921,985.2432569,1464.094564,480.890831,1436.196047,1236.546998,416.1843661,967.5240985,1174.704545,428.3954402,999.9149716,1255.537232,471.2247415,952.8548814,64.66731065,534.4933692
309_Tibia_R,569.5135651,165.3097664,86.34355177,566.4759096,164.1149869,98.7372486,576.2381795,171.9175933,78.19914765,733.7526667,164.3847716,197.5008195,742.9597216,193.1814853,182.9975125,595.8560187,152.1885524,85.65717769,571.1942916,175.0416278,93.17227784,738.3561873,178.7821605,190.2491778,577.9741379,154.7260529,81.65133937,564.0840723,159.2657988,103.5757314,581.3615153,175.1885708,73.39834185,24.04155092,198.7101296
310_Tibia_R,1112.386227,342.8289577,-435.4708984,1119.78194,340.3511548,-410.0618176,1116.018558,356.5326515,-457.0713061,1522.624072,340.9106501,-406.1352109,1524.121169,400.6309408,-441.7304088,1158.985911,315.6174249,-464.0188878,1122.485739,363.0114549,-424.9492075,1523.372621,370.7687881,-423.9327815,1122.716041,320.8798403,-452.6711883,1120.50333,330.2946281,-398.8916715,1120.242044,363.3161938,-471.0061536,49.8587594,412.0965643
311_Tibia_R,534.5311658,245.7725634,-669.0943952,548.2306209,243.9962375,-655.9701497,529.0436791,255.5966809,-683.8070045,799.7425542,244.3973372,-797.9301882,787.9130068,287.2105495,-820.5660902,553.2296055,226.2647359,-703.5219618,544.572922,260.2413064,-666.1821533,793.8277906,265.8025043,-809.2481216,534.7790221,230.0373383,-683.4758901,552.6824102,236.786758,-649.2937478,526.6709144,260.4597723,-693.9723509,35.743524,295.4302036
312_Tibia_R,207.9483383,398.1292235,-1371.606762,237.7971064,395.2517368,-1364.290924,188.3334942,414.0434012,-1387.802209,475.6576069,395.9014819,-1767.157415,440.7280898,465.2549961,-1789.331529,206.2952866,366.5283153,-1435.049478,224.3945257,421.5672725,-1375.654595,458.1928768,430.5759078,-1778.244455,196.6476939,372.6395883,-1391.983061,249.4500258,383.573035,-1358.530464,176.7713153,421.9211675,-1400.141163,57.90126169,478.5700886
313_Tibia_R,-622.3442119,489.9469019,-1589.743729,-586.0313506,486.4058011,-1600.313158,-653.213987,509.5312519,-1594.9348,-580.4197219,487.2053922,-2176.026645,-631.2898615,572.5534084,-2178.166191,-663.1429795,451.0581036,-1656.340702,-607.3073554,518.7902995,-1604.177237,-605.8547512,529.8765316,-2177.096418,-646.9256499,458.5787755,-1604.506368,-570.0677678,472.0337244,-1601.344119,-673.1286856,519.2258108,-1600.970708,71.25461278,588.9392659
314_Tibia_R,-672.1586544,97.00270529,-1363.064641,-643.6768053,109.9408291,-1372.126991,-703.476627,98.31082128,-1367.515524,-639.8527348,112.9402953,-1865.750386,-714.2150453,154.5063044,-1867.584857,-685.7815264,50.63554237,-1420.165654,-673.3585154,124.8664744,-1375.440097,-677.0326301,133.721187,-1866.667622,-676.963663,63.17240638,-1375.722297,-625.6618112,106.1126647,-1373.010948,-722.4202044,96.97187451,-1372.690781,61.09452827,504.9633304
315_Tibia_R,-670.5813416,-268.051113,-1449.467771,-651.2309149,-240.9924724,-1459.104574,-700.1182626,-283.4980323,-1454.200791,-649.3040446,-236.1969616,-1984.018199,-739.8863316,-237.4559454,-1985.968956,-658.4737786,-317.9948484,-1510.188354,-686.5013307,-243.0287207,-1462.627693,-694.5929044,-236.8277293,-1984.993578,-657.018997,-301.7609684,-1462.927783,-632.6051008,-234.9394402,-1460.044564,-716.8519051,-294.8032923,-1459.704102,64.96724155,536.9723874
316_Tibia_R,-397.2678061,-504.6206411,-1289.025405,-394.3965454,-475.1767755,-1297.595505,-413.1475509,-529.6510429,-1293.234525,-395.0448846,-470.6266509,-1764.406159,-464.2483412,-511.8741181,-1766.140985,-365.7352716,-537.7018522,-1343.024794,-420.6551432,-492.4281791,-1300.728649,-429.6442868,-491.2503517,-1765.273572,-371.8333219,-524.5522172,-1300.995521,-382.7431124,-462.2328881,-1298.431447,-421.0082724,-545.7986471,-1298.128671,57.77598258,477.5346246
317_Tibia_R,-64.23110243,-445.0751271,-902.563947,-72.79818262,-426.2156472,-908.5646535,-65.0972817,-465.8125683,-905.5111344,-74.78430269,-423.6835089,-1235.421258,-102.3075618,-472.9230963,-1236.635967,-33.52872169,-454.0956187,-940.3738311,-82.68131579,-445.8696244,-910.7584523,-88.54453323,-448.3024683,-1236.028612,-41.83010457,-448.2568012,-910.9453136,-70.26333355,-414.2868775,-909.1499727,-64.21068759,-478.3562068,-908.9379716,40.45422122,334.365431
318_Tibia_R,260.2349649,-651.0277458,-1407.202493,233.9653317,-632.2415615,-1416.558295,275.2314648,-679.7033946,-1411.797502,229.3096541,-630.3708771,-1926.165874,230.5319269,-718.3118598,-1928.059748,308.7223823,-639.2732293,-1466.152514,235.9422047,-666.4835213,-1419.978683,229.9220291,-674.3391514,-1927.112811,292.9618688,-637.8608679,-1420.270022,228.0888009,-614.1588607,-1417.470876,286.2070728,-695.949098,-1417.140341,63.07285067,521.3147173
319_Tibia_R,370.6785233,-291.820492,-946.8777035,349.0499816,-289.7113537,-953.1730305,389.0650728,-303.4852553,-949.9695909,345.7076025,-290.1876034,-1296.077521,376.0067005,-341.0222959,-1297.35187,394.9789453,-268.6576794,-986.5439636,361.7223225,-309.0000975,-955.4745396,360.8571274,-315.603241,-1296.714696,385.3196351,-273.1371162,-955.6705755,339.5418071,-281.1511067,-953.7870875,400.9265973,-309.2594952,-953.5646777,42.44042783,350.781984
320_Tibia_R,383.7189548,-55.37647466,-778.1403034,367.459363,-62.76253345,-783.3137779,401.5976203,-56.12324612,-780.6812041,365.2762946,-64.47485541,-1065.111315,407.727921,-88.20387458,-1066.15857,391.4959197,-28.9065941,-810.737877,384.4039262,-71.28321973,-785.2051489,386.5013885,-76.33815885,-1065.634942,386.4620169,-36.06358349,-785.3662504,357.175043,-60.57712793,-783.8184075,412.4120459,-55.35887412,-783.635632,34.87737365,288.2712288
321_Tibia_R,182.6099419,72.99457222,-394.7130781,177.3405136,65.62607492,-397.3373324,190.6533142,77.20101349,-396.0019545,176.8157962,64.32018124,-540.2796433,201.4827906,64.6630225,-540.8108652,179.3128603,86.595044,-411.2482563,186.9452076,66.18057765,-398.2967337,189.1486715,64.4919493,-540.5452543,178.9167002,82.17430083,-398.3784528,172.2684088,63.97773819,-397.5933067,195.2101506,80.2796152,-397.5005935,17.69161092,146.226103
322_Tibia_R,368.1738108,467.6646372,-1194.623346,365.5128274,440.3770996,-1202.565812,382.890599,490.861932,-1198.524209,366.1136854,436.1602044,-1635.189485,430.2490116,474.3869042,-1636.797261,338.9505684,498.3231385,-1244.668077,389.848371,456.3650928,-1205.469499,398.1791927,455.2735239,-1635.993373,344.6020266,486.1365199,-1205.716827,354.7128361,428.3811606,-1203.340534,390.1756388,505.8269629,-1203.059932,53.5447458,442.5622706
323_Tibia_R,70.23357423,486.6679193,-986.9096056,79.6012581,466.0459989,-993.4710851,71.18069896,509.3432987,-990.1322111,81.77298341,463.2772293,-1350.872822,111.8683233,517.1183139,-1352.201047,36.66202002,496.5313864,-1028.252868,90.40798165,487.5366634,-995.8698969,96.81912363,490.1968594,-1351.536935,45.73917686,490.1469246,-996.0742207,76.82952441,453.0024717,-994.111103,70.2112516,523.0591549,-993.8792902,44.23471562,365.612273
