Source,HIP CENTRE ,,,FEMUR KNEE CENTRE ,,,MEDIAL EPICONDYLE,,,LATERAL EPICONDYLE,,,MEDIAL DISTAL CONDYLE,,,LATERAL DISTAL CONDYLE,,,MEDIAL POSTERIOR CONDYLE,,,LATERAL POSTERIOR CONDYLE,,,Medial Anterior Cortex,,,Lateral Anterior Cortex,,,Medial Posterior Proximal,,,Lateral Posterior Proximal,,,MA Length,TEA Length,AP Length
353_Femur_L,112.9713235,202.4450566,1398.992834,66.5605952,156.9804101,871.8402803,83.23128738,109.4680138,900.0786719,48.90520619,203.3154226,889.8730504,73.77148253,131.124896,861.1733531,58.95874969,180.9578456,862.6879809,38.96276146,116.9115412,882.9003429,22.12630144,175.9239399,878.2007172,106.3076975,156.194192,887.085467,96.1979451,200.2436076,884.9362638,50.39314401,121.872208,916.4623126,28.43001605,176.4498034,910.6170266,531.1410403,100.4478506,78.07677201
354_Femur_L,-1.78788667,122.3823369,738.593349,-11.00612081,89.34402499,460.2850114,9.157972143,72.02125817,475.193371,-31.30963419,105.8685406,469.805349,-0.884030577,79.42597566,454.6534447,-20.81120052,98.30018597,455.4530871,-13.04715698,63.7388447,466.1241326,-36.32273445,86.27582767,463.6429818,7.3743938,99.47672569,468.3336542,-8.875804403,116.9480781,467.1989899,-9.130497167,69.02425149,483.8430566,-33.57939502,88.18027235,480.7570584,280.4140451,53.03108967,41.22035734
355_Femur_L,-31.46706748,52.70912714,370.442193,-27.18586321,36.04703572,230.856383,-14.08334622,33.57945038,238.3336849,-40.14875647,38.13293275,235.6313173,-20.30207049,34.27744484,228.0318654,-33.69074256,37.47832323,228.4329268,-21.65124803,24.41343378,233.7849998,-37.41285409,28.36556047,232.5405762,-21.74321178,45.0576159,234.8931874,-33.18296729,48.57124909,234.3240954,-21.27547428,27.69138342,242.6719428,-36.69885655,29.88072942,241.1241575,140.6419296,26.59779321,20.67410923
356_Femur_L,-160.582003,89.61029584,1109.698973,-124.5188651,52.79671373,691.554839,-86.83142588,66.02011955,713.9538916,-161.2723885,38.7922338,705.8586623,-104.0099413,58.5164816,683.0936961,-143.538073,46.76683283,684.2951182,-92.73572676,30.90575973,700.3278218,-139.5451147,17.55086473,696.6000187,-123.8952268,84.32462262,703.6475156,-158.8357856,76.30543797,701.9427402,-96.67059105,39.97248507,726.9496046,-139.9622364,22.55105163,722.3130491,421.3078525,79.67651734,61.93149217
357_Femur_L,-191.7819999,-2.801748111,1157.429358,-140.0085685,-17.24738973,721.3000035,-112.8625362,14.3512067,744.6624844,-165.9036832,-49.06446808,736.2190631,-124.4662657,-1.385340044,712.4749299,-154.0435224,-32.61266092,713.7280276,-99.88339346,-20.44584147,730.45033,-135.2004807,-56.92035985,726.5621866,-155.8872455,11.55621005,733.9128105,-183.2661222,-13.90902938,732.1347093,-108.1660093,-14.30815142,758.2171692,-138.1848837,-52.62134796,753.3811861,439.4291509,83.10356458,64.5952902
358_Femur_L,-107.7889458,-64.34942517,757.5457164,-73.71535428,-55.59446146,472.0959636,-68.66919934,-28.80011727,487.3868729,-77.98096546,-82.10327833,481.8605938,-70.09658185,-41.51726456,466.3198904,-76.64230413,-68.89678926,467.1400517,-49.92490741,-44.27630144,478.0849171,-58.00691507,-76.50842124,475.5400997,-92.14178234,-44.46436518,480.3511351,-99.32708094,-67.85840058,479.1873553,-56.62823859,-43.5078528,496.2585101,-61.10540053,-75.04831279,493.0933249,287.6094929,54.39187189,42.27807518
359_Femur_L,-71.15092719,-127.5027417,881.1053472,-41.92079826,-98.86846839,549.0972609,-52.42023447,-68.94449351,566.8821967,-30.80118615,-128.0509105,560.4545529,-46.46231644,-82.58430225,542.3790802,-37.13304913,-113.9697942,543.3330141,-24.53929472,-73.63253162,556.0630437,-13.93545559,-110.7993697,553.1031534,-66.95408186,-98.37329718,558.6988937,-60.58681773,-126.1162382,557.3452953,-31.73831029,-76.75682934,577.2008439,-17.90562365,-111.1305659,573.5194006,334.5200912,63.26346801,49.17384827
360_Femur_L,3.563506636,-243.9250076,1472.119203,21.93672854,-178.0750599,917.4120038,-18.25311137,-143.5483779,947.1264366,62.40445274,-211.0107163,936.3873598,1.761995813,-158.3070091,906.1875086,41.47961522,-195.9259336,907.781307,26.00479731,-127.0403767,929.0501839,72.39625833,-171.9597162,924.1049054,-14.69819183,-198.2709408,933.4540674,17.69071184,-233.0937746,931.1925238,18.19834992,-137.574927,964.3664621,66.92840156,-175.7555392,958.2156388,558.9041669,105.6983326,82.15790149
361_Femur_L,-244.2139376,338.1821609,-659.9203071,-258.0715842,367.3838544,-1127.823008,-300.4547276,346.4123469,-1110.267356,-220.1607575,387.0066892,-1106.177236,-236.6679861,377.2042662,-1135.101911,-280.8176894,358.7179675,-1138.90694,-249.6439113,410.5630573,-1116.145444,-302.2984392,386.9532484,-1117.855902,-257.7106639,330.0705766,-1116.861062,-220.8886335,344.0138013,-1113.832329,-295.4804685,375.6389108,-1093.321572,-247.0542919,397.9442064,-1090.520231,469.017815,90.06526158,80.89885077
362_Femur_L,-90.58972926,231.036807,-149.2741059,-95.73014206,327.2006475,-294.1703693,-111.4519208,317.2075295,-292.4202969,-81.66734302,329.4897391,-283.5772411,-87.79060276,331.705459,-294.6872834,-104.1676765,326.4725166,-299.3383297,-92.60394616,338.905977,-282.4104501,-112.1358348,331.6386378,-287.3388899,-95.5962608,313.1807323,-297.5694475,-81.93734437,317.0982068,-294.0103973,-109.6067485,323.4535073,-281.5558025,-91.64334204,330.0994471,-276.5188705,173.9794103,33.4091811,30.00895473
363_Femur_L,-245.7864179,745.3675066,-37.32460463,-259.7332931,1167.887154,-247.3301094,-302.3893393,1142.032347,-256.7745652,-221.5783607,1158.895255,-219.3342394,-238.1918784,1179.173281,-242.4335078,-282.6258593,1173.187085,-260.4609615,-251.2513549,1179.437585,-203.8186655,-304.2449225,1169.047508,-225.2577507,-259.3700489,1139.555936,-274.3361612,-222.3109235,1143.932589,-260.6591056,-297.3830512,1141.969749,-222.7731941,-248.6450611,1150.752555,-201.9221711,472.0377949,90.64518699,81.41975386
364_Femur_L,-269.8996614,729.3288384,373.7511938,-285.2148156,1246.444207,406.0242379,-332.0556969,1227.042102,382.8470072,-243.3166366,1222.521795,427.7109464,-261.5600483,1254.488685,416.8775325,-310.3532912,1258.693916,396.4468978,-275.9007441,1233.538431,453.7449059,-334.0933249,1235.42879,427.6518848,-284.8159348,1234.329316,364.7864562,-244.1210685,1230.98203,380.1961894,-326.5582594,1208.314009,415.1475375,-273.038756,1205.218031,439.7988404,518.3477672,99.53806829,89.40756063
365_Femur_L,-227.0779247,374.1798817,579.1314212,-239.9632074,737.3859874,820.1817645,-279.3724088,732.9991457,795.1323851,-204.712509,710.8325846,825.9197457,-220.0614578,738.6817169,831.473809,-261.113263,750.3403226,818.3565858,-232.1268877,707.907833,849.5230812,-281.0867508,720.2617707,831.3063107,-239.6276122,745.9063311,785.0385615,-205.3893114,736.9849915,794.8583499,-274.7471836,705.7655193,810.7889467,-229.7189769,693.1396281,827.4480783,436.1077547,83.74555894,75.22233715
366_Femur_L,-306.25694,46.50752998,928.7493331,-323.6351473,308.180424,1455.220956,-376.7858066,319.9484872,1423.005124,-276.0930049,273.2967654,1444.016791,-296.7939255,302.0791176,1469.283794,-352.1599425,324.541843,1461.824822,-313.0664084,253.9639144,1469.613125,-379.0979166,280.6776307,1456.66679,-323.1825345,341.8307405,1419.919444,-277.0057992,324.7887362,1425.37288,-370.5478277,277.5818017,1422.927125,-309.8188915,251.6008279,1433.870753,588.1726577,112.9465077,101.4513532
367_Femur_L,-259.4408716,-359.2680887,701.0668652,-274.1625535,-390.2905311,1198.143673,-319.1883198,-368.0114333,1179.493412,-233.8879565,-411.1368653,1175.14827,-251.424424,-400.7232534,1205.876422,-298.3268966,-381.0843192,1209.918697,-265.2094085,-436.1619917,1185.738003,-321.1469883,-411.0800924,1187.55511,-273.7791296,-350.6507406,1186.498241,-234.6612162,-365.4633365,1183.280665,-313.9039116,-399.0602968,1161.491045,-262.4583243,-422.7563455,1158.515038,498.2614501,95.6809026,85.94295868
368_Femur_L,-161.2032752,-411.1270702,265.6313798,-170.3505747,-582.2494057,523.4724442,-198.3272806,-564.4667789,520.3582126,-145.326002,-586.3228152,504.6221069,-156.2222651,-590.2656608,524.3922863,-185.3650603,-580.9537062,532.6687643,-164.7875487,-603.0788913,502.5458172,-199.544297,-590.1467533,511.3159133,-170.1123347,-557.3011444,529.5210609,-145.806466,-564.2722405,523.1877761,-195.04382,-575.5814172,501.0249825,-163.0781658,-587.4077829,492.0618258,309.5941558,59.45121427,53.40055458
369_Femur_L,-64.09891412,-194.3852235,9.733925279,-67.73613526,-304.5745938,64.50149515,-78.86045313,-297.8318899,66.9645253,-57.78566786,-302.2295864,57.20042098,-62.1183257,-307.5179154,63.22450495,-73.70631312,-305.9567686,67.92590472,-65.52412112,-307.5868436,53.15409715,-79.34437274,-304.8772037,58.74522011,-67.6414044,-297.1860637,71.54443351,-57.97671373,-298.3274561,67.97757893,-77.55485766,-297.8155649,58.0972698,-64.84442286,-300.1060425,52.65950826,123.1032632,23.63945942,21.23354851
370_Femur_L,-128.4202303,-347.0199884,-177.8335479,-135.7072925,-593.067258,-193.189298,-157.9945259,-583.8355948,-182.1614024,-115.7718329,-581.6847994,-203.5079923,-124.4521814,-596.8948792,-198.3533749,-147.6683628,-598.8957586,-188.6323296,-131.2755893,-586.9265952,-215.8951404,-158.9640442,-587.8260419,-203.4798904,-135.5175021,-587.3029041,-173.5680603,-116.1545875,-585.7102408,-180.9001239,-155.378805,-574.9246313,-197.5302306,-129.9138344,-573.4515422,-209.2595006,246.6336539,47.36093987,42.54077035
371_Femur_L,-74.03628335,-121.9972738,-188.8194903,-78.23738939,-240.4166674,-267.4113285,-91.08633014,-238.9863855,-259.2442513,-66.74428324,-231.7592198,-269.2821348,-71.74864076,-240.8391259,-271.0929766,-85.1331346,-244.6402873,-266.8162489,-75.68244274,-230.8056363,-276.9777451,-91.64527267,-234.8335031,-271.0383656,-78.12797223,-243.1946327,-255.9532701,-66.96494729,-240.2859271,-259.1549051,-89.57832588,-230.1071583,-264.3489026,-74.89736964,-225.990624,-269.780431,142.188182,27.30432707,24.52542345
372_Femur_L,-243.9707067,-37.04887458,-739.8612133,-257.8145514,-245.5029945,-1159.259559,-300.1554823,-254.8776807,-1133.595751,-219.941483,-217.7139398,-1150.334086,-236.4322708,-240.6425658,-1170.462311,-280.5380021,-258.5368443,-1164.520337,-249.3952723,-202.312985,-1170.724663,-301.9973577,-223.5936921,-1160.411341,-257.4539906,-272.3095429,-1131.137633,-220.6686341,-258.7335246,-1135.481955,-295.1861774,-221.1274897,-1133.533615,-246.8082321,-200.4305006,-1142.251539,468.5506851,89.97555879,80.81827765
373_Femur_L,-275.1027068,380.9562581,-743.3886228,-290.713102,413.8514524,-1270.472788,-338.4569678,390.2274179,-1250.696655,-248.0072223,435.9562307,-1246.089206,-266.6023251,424.9139736,-1278.672345,-316.3361896,404.0894831,-1282.958642,-281.2194766,462.4920652,-1257.318218,-340.5338766,435.8960307,-1259.245019,-290.3065317,371.818701,-1258.124349,-248.8271619,387.5254984,-1254.712535,-332.8535524,423.1506282,-1231.607527,-278.302316,448.2771516,-1228.451866,528.3403216,101.4569336,91.13113295
374_Femur_L,-593.0959548,370.435658,-492.2615486,-862.5056359,402.4224089,-928.5342164,-893.0961799,379.4507826,-888.6678784,-814.6875318,423.9167351,-928.7638338,-846.1882915,413.1794242,-947.1616,-890.153589,392.930029,-926.5909301,-848.1153236,449.7197482,-922.0723576,-899.0013081,423.8581976,-894.856756,-856.1595489,361.5504463,-918.333156,-819.5706024,376.8234802,-935.6269683,-879.096515,411.4647759,-875.3170873,-831.6241713,435.8973978,-899.1820429,513.7495199,98.65506915,88.61442877
375_Femur_L,-180.1921169,87.8553436,-30.77558883,-287.2619045,95.44156521,-88.43539483,-288.8174915,89.99343927,-76.61957745,-277.4676208,100.5393234,-94.15300966,-286.1193393,97.99278095,-94.19630534,-292.7101634,93.19028006,-84.75765746,-283.5399606,106.6589626,-88.81463114,-290.7642653,100.5254402,-77.19047813,-284.7487809,85.74805909,-87.09270974,-279.2844268,89.3703282,-94.9835976,-284.3588681,97.58612189,-75.53754956,-277.4383696,103.3807487,-86.06870019,121.8447512,23.39778797,21.01647319
376_Femur_L,-837.8784757,429.3784423,310.07017,-1431.958696,466.454844,327.6647547,-1409.66888,439.8280308,381.4771973,-1404.475792,491.3692931,279.5306613,-1441.200473,478.9234884,300.4893308,-1446.031589,455.4520607,356.5447146,-1417.132089,521.2780163,316.9644237,-1419.303799,491.3014412,383.8180955,-1418.040685,419.0794382,327.2065065,-1414.195205,436.7826786,280.4548209,-1388.153391,476.9360097,375.1615488,-1384.596623,505.2562885,313.6764717,595.4960429,114.3528141,102.7145324
377_Femur_L,-182.9407685,137.6662145,220.4141885,-345.0742062,149.5535553,320.535789,-330.2585487,141.0165348,331.9042529,-345.1595397,157.5415621,302.7649907,-351.9967617,153.5512201,314.471721,-344.3520164,146.0258712,330.8106882,-342.6727645,167.1308202,315.1878702,-332.5585415,157.5198076,334.098795,-341.2831528,134.3641743,318.177372,-347.7101088,140.0401418,304.5797021,-325.2969506,152.9139998,326.7015116,-334.165962,161.9939749,309.0592093,190.9264135,36.66350586,32.93206986
378_Femur_L,-29.13147842,83.1618872,170.5657947,-83.71095061,90.34283351,271.9156414,-72.52636432,85.18576035,273.3881249,-89.12311588,95.16825649,262.6445932,-89.1640986,92.7577568,270.8341149,-80.22968734,88.21181775,277.0728403,-84.06992715,100.960969,268.3925332,-73.06676603,95.15511495,275.2308971,-82.43999518,81.1671792,269.5367752,-89.9093317,84.59593746,264.3643408,-71.50214111,92.37282251,269.1676925,-81.47069083,97.85788557,262.6169047,115.3354941,22.14781851,19.89371968
379_Femur_L,301.4454154,417.4350692,814.5724729,318.5505981,453.4801726,1392.128059,370.866221,427.5939973,1370.458245,271.7553782,477.701614,1365.409606,292.1310719,465.6019955,1401.112772,346.6272476,442.7834371,1405.809508,308.147902,506.7784113,1377.713861,373.142006,477.6356494,1379.825164,318.1050962,407.422537,1378.597184,272.6538318,424.6333531,1374.858669,364.7262454,463.6697995,1349.54122,304.951406,491.2023358,1346.083385,578.9320269,111.1720341,99.85747711
380_Femur_L,295.178987,184.3627855,244.994531,429.2619733,200.2823288,462.1238557,444.4866359,188.849539,442.2827066,405.4632955,210.9798785,462.2381344,421.140965,205.636007,471.3945515,443.0221325,195.5580492,461.1566981,422.100033,223.8218262,458.9078416,447.4255697,210.9507448,445.3628602,426.1035779,179.9406886,457.0468717,407.8935596,187.5419521,465.6538601,437.5191176,204.7826406,435.6381275,413.8925219,216.9425559,447.5155199,255.6889179,49.09981793,44.10267359
381_Femur_L,332.4546579,162.0932075,56.78099591,529.9985361,176.0897949,163.1634027,532.8685958,166.0379964,141.3632064,511.9280716,185.4951645,173.7124084,527.890502,180.7967908,173.792289,540.0505798,171.9361713,156.3779731,523.1315454,196.7859057,163.8630941,536.4603956,185.4695499,142.4165187,525.3618202,158.2052652,160.6861472,515.2800808,164.8883558,175.2448441,524.6424306,180.0465044,139.3668637,511.8741031,190.7375973,158.7968484,224.8037027,43.16894502,38.77541668
382_Femur_L,412.8648063,211.5763235,-152.7871456,705.5979678,229.8457287,-161.4568812,694.6146557,216.7253605,-187.9729743,692.0557607,242.1223291,-137.7387959,710.1518556,235.989656,-148.0661849,712.532389,224.4241048,-175.6874878,698.2921536,256.8598591,-156.1842907,699.3622645,242.088895,-189.1264524,698.7398647,206.5014869,-161.2310793,696.8450038,215.2247626,-138.1941757,684.012894,235.0103254,-184.8609371,682.2602956,248.9651492,-154.5641516,293.4308084,56.34737471,50.61260881
383_Femur_L,292.5220075,220.1280653,-352.4419485,551.773125,239.135905,-512.5362336,528.0829115,225.4852222,-530.7143899,551.9095731,251.9087155,-484.1207545,562.8422806,245.5281648,-502.8397982,550.6183446,233.4951434,-528.9657816,547.9332234,267.2419244,-503.9849197,531.7605965,251.87393,-534.2234593,545.7112365,214.848108,-508.7651284,555.9879292,223.9239713,-487.0224753,520.1493237,244.5092505,-522.3952147,534.3308593,259.0281167,-494.1852004,305.2910415,58.62488943,52.65832905
384_Femur_L,42.24860583,120.607466,-247.3670208,121.403758,131.0218008,-394.351999,105.1830509,123.5426352,-396.4875026,129.2528769,138.019983,-380.9064453,129.312313,134.5240996,-392.78349,116.3549747,127.9312455,-401.8313471,121.9243721,146.4209993,-389.2425292,105.9667811,138.0009241,-399.1600259,119.5605252,117.7145942,-390.9019929,130.3931047,122.6872308,-383.4005494,103.6976473,133.9658397,-390.3667221,118.154769,141.9206803,-380.8662893,167.2679895,32.12039025,28.85133074
385_Femur_L,-262.0095238,362.8251024,-708.0079338,-276.8769609,394.1546894,-1210.006161,-322.3485148,371.6550124,-1191.171249,-236.2036163,415.2074173,-1186.783087,-253.9137075,404.6907032,-1217.81547,-301.2805484,384.8573293,-1221.897766,-267.8351733,440.4803106,-1197.477667,-324.3265756,415.1500824,-1199.312764,-276.4897408,354.1224363,-1198.245431,-236.9845318,369.0816876,-1194.995998,-317.0117872,403.0112821,-1172.990646,-265.0568514,426.9419388,-1169.985174,503.1945984,96.62821263,86.79385608
386_Femur_L,-311.6021715,139.8144097,-540.3044283,-333.3822795,154.8469907,-923.3959902,-354.8489767,122.6266873,-909.022442,-314.5345768,184.2801792,-905.6736889,-322.2262216,170.5721782,-929.3555335,-345.9628727,139.3908371,-932.47087,-345.0829389,188.9133058,-913.8350789,-372.7525309,150.6175048,-915.2355027,-317.8513959,128.5377123,-914.4209856,-297.4506382,153.4980442,-911.9412351,-363.2864784,145.3861381,-895.148218,-338.0809747,181.026008,-892.8546424,384.0045526,73.74020647,66.23528147
387_Femur_L,-461.0056102,-47.10733415,-733.1100356,-496.7970667,-44.21922856,-1252.906383,-500.1627963,-96.64362894,-1233.403688,-494.6179784,3.153348942,-1228.859945,-494.3563232,-18.17260993,-1260.992567,-501.0942484,-70.91615309,-1265.2196,-533.6574584,-12.12714919,-1239.933697,-540.190224,-75.89883123,-1241.833857,-460.6984723,-64.59778597,-1240.728682,-453.6599566,-21.42746974,-1237.364042,-525.5179328,-75.62402943,-1214.5785,-520.0787819,-16.64492911,-1211.46647,521.0351354,100.0541224,89.87109312
388_Femur_L,-257.9053278,-186.2430456,-503.2700798,-280.1751965,-196.8111988,-860.1032109,-264.1818528,-229.133538,-846.7148758,-295.140012,-167.8995491,-843.5956579,-287.6644636,-180.4883332,-865.6542664,-273.5663961,-214.1578906,-868.5560668,-313.1046285,-190.3840658,-851.1976378,-295.0992568,-230.539594,-852.5020717,-251.719251,-196.5359529,-851.7433845,-262.352668,-168.4546437,-849.4336047,-286.4706883,-225.340056,-833.7916395,-303.4812088,-188.4091637,-831.6552736,357.6835422,68.68579575,61.69528446
389_Femur_L,-208.1542201,-463.91003,-804.3995404,-230.5345683,-496.3360253,-1374.742222,-182.5653201,-528.2954179,-1353.343034,-274.3543893,-468.2757642,-1348.357446,-253.9460618,-479.7270039,-1383.614727,-207.5236096,-515.06588,-1388.252807,-281.2521393,-513.7558438,-1360.508038,-224.2377543,-554.9500408,-1362.592974,-191.3655918,-473.2138094,-1361.380329,-228.5262711,-442.8413763,-1357.688503,-216.4493507,-540.8570816,-1332.687236,-269.5096135,-503.3313933,-1329.272585,571.7019325,109.7836424,98.61038924
390_Femur_L,42.25804042,-413.549059,-657.6426808,39.66724039,-445.6560938,-1123.930478,86.69500093,-448.6753505,-1106.435417,-2.828738868,-443.7013238,-1102.359413,16.30189648,-443.4666037,-1131.184259,63.61594681,-449.5109177,-1134.976155,10.87876379,-478.722026,-1112.293218,68.08570122,-484.5822998,-1113.997772,57.94800109,-413.2735383,-1113.006366,19.22169655,-406.9595771,-1109.988087,67.83918789,-471.4203945,-1089.54812,14.93147723,-466.5411572,-1086.756447,467.3990626,89.75441347,80.61963918
391_Femur_L,211.4512927,-292.8131613,-571.388363,223.4498597,-318.0972867,-976.519339,260.1470709,-299.9392224,-961.3188747,190.6249792,-335.0876101,-957.7774665,204.9176722,-326.6002362,-982.8217374,243.1444496,-310.5939763,-986.1163004,216.1528055,-355.4837617,-966.4083846,261.7434385,-335.0413387,-967.8893753,223.1373589,-285.7897906,-967.0279988,191.2552067,-297.8624549,-964.4055872,255.8401361,-325.2448818,-946.646461,213.9105978,-344.5577992,-944.2209351,406.0964914,77.98251063,70.0458244
392_Femur_L,174.8472454,-78.45312596,-303.1774154,187.068572,-86.88825773,-518.1390251,199.1140364,-68.80869407,-510.0736919,176.4926865,-103.4039062,-508.1946285,180.8086477,-95.71202717,-521.4830638,194.1278363,-78.21544948,-523.2311517,193.6340849,-106.0036616,-512.7741747,209.1601382,-84.51499455,-513.5599852,178.353831,-72.12550805,-513.1029407,166.9064901,-86.13133242,-511.7114949,203.8485154,-81.57955271,-502.2885413,189.7051195,-101.5779149,-501.0015626,215.4739101,41.37734951,37.16616115
393_Femur_L,433.975724,44.34531595,-690.1260015,467.6686399,41.62654706,-1179.445418,470.8370285,90.97717664,-1161.086214,465.6173168,-2.968460383,-1156.808882,465.371003,17.10710537,-1187.05749,471.7138672,66.75816562,-1191.036681,502.3678166,11.41610478,-1167.233352,508.5175502,71.44869716,-1169.022101,433.6865943,60.81025982,-1167.981726,427.060764,20.17112479,-1164.814362,494.7055313,71.19000765,-1143.364792,489.5852911,15.66899622,-1140.435229,490.4855713,94.18770448,84.60173114
394_Femur_L,339.6716242,245.2895345,-662.8268089,369.0019313,259.2082146,-1132.790304,347.9380585,301.7780271,-1115.157331,388.7111914,221.1304164,-1111.049197,378.8655954,237.7103482,-1140.101266,360.297877,282.054501,-1143.923053,412.3713093,250.7434235,-1121.061308,388.6575153,303.629859,-1122.7793,331.5243138,258.8457048,-1121.780078,345.5289489,221.8614983,-1118.738006,377.2933456,296.7818597,-1098.136913,399.696881,248.1423986,-1095.323233,471.0835205,90.46193809,81.25515537
395_Femur_L,170.479367,379.9446786,-658.8073227,188.8089862,406.501734,-1125.920885,149.5219275,432.6766394,-1108.394842,224.6976429,383.5202371,-1104.311619,207.9831187,392.8988608,-1133.187512,169.9628938,421.8415804,-1136.986123,230.3469353,420.7686541,-1114.263016,183.6518634,454.5069114,-1115.970589,156.7293949,387.5645213,-1114.977427,187.1641805,362.6893439,-1111.953803,177.2731212,442.964706,-1091.477638,220.7297468,412.230976,-1088.681021,468.2267957,89.91336265,80.76241126
396_Femur_L,-11.84517646,115.9202256,-184.3410987,-11.11896002,124.9200157,-315.0443018,-24.30111699,125.766331,-310.1403337,0.792912088,124.3720822,-308.997806,-4.569517151,124.3062888,-317.0775792,-17.83192283,126.0005454,-318.1404699,-3.049381264,134.1885903,-311.7823095,-19.08482119,135.8312594,-312.2601062,-16.24316441,115.8429955,-311.9822092,-5.387954227,114.0731552,-311.1361678,-19.01572206,132.1419002,-305.4067252,-4.1853806,130.7742214,-304.6242029,131.0146973,25.15868825,22.59815749
